partid,partid0,period,period_id,treat_id,promo,ext_impact,frcast_type,promo_yn,ext_impact_pn,frcast_type_ab,stat_frcast,experts,part_frcast,actual_sales,APE,adjustment,MASE,forecaster_type,forecaster,mean_part_mape,relative_absolute_error,ASE_naive,series_id,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,naïve_abs_error_w2w1,naïve_abs_error_w3w2,naïve_abs_error_w4w3,naïve_abs_error_w5w4,naïve_abs_error_w6w5,naïve_abs_error_w7w6,naïve_abs_error_w8w7,naïve_abs_error_w9w8,naïve_abs_error_w10w9,naïve_abs_error_w11w10,naïve_abs_error_w12w11,naïve_abs_error_w13w12,naïve_abs_error_w14w13,naïve_abs_error_w15w14,naïve_abs_error_w16w15,naïve_abs_error_w17w16,naïve_abs_error_w18w17,naïve_abs_error_w19w18,naïve_abs_error_w20w19,naïve_abs_error_w21w20,naïve_abs_error_w22w21,naïve_abs_error_w23w22,naïve_abs_error_w24w23,MAE_naive,MASE,avg_actual_sales,_merge,treat_id_label,treatment_code,forecaster_type_code,partid0_code,frcast_type_code,promo_yn_code,ext_impact_pn_code,obs_num,stat_mape,APE,adjustment,MASE,mape,,zscore,outlier,zscore_part_mape,outlier_part_mape
37,Human,F1,1,1,1,1,0,yes promo,positive,baseline,127,740,800,746,7.239,673,0.517,human,1,10,0,0,1,220,280,667,200,213,232,293,296,223,227,223,211,213,798,185,193,214,199,189,194,182,159,159,155,NA,60,387,467,13,19,61,3,73,4,4,12,2,585,613,8,21,15,10,5,12,23,0,4,104,1,255.21,Matched (3),Yes-promo_Positive-impact_Baseline-forecast,Yes-promo_Positive-impact_Baseline-forecast,human,Human,baseline,yes promo,positive,59,83,7.239,673,0.517,7,,-1,0,0,0
37,Human,F2,2,4,1,0,1,yes promo,negative,advanced,4601,4400,4500,3768,19.427,-101,0.669,human,1,10,1,0,2,121,156,4012,335,320,165,281,175,181,126,135,103,112,3900,142,88,137,80,138,172,4787,194,189,92,NA,35,3856,3677,15,155,116,106,6,55,9,32,9,3788,3758,54,49,57,58,34,4615,4593,5,97,1095,1,672.54,Matched (3),Yes-promo_Negative-impact_Advanced-forecast,Yes-promo_Negative-impact_Advanced-forecast,human,Human,advanced,yes promo,negative,239,22,19.427,-101,0.669,19,,-1,0,0,0
37,Human,F3,3,6,0,0,0,no promo,negative,baseline,2243,2350,2320,2480,6.452,77,1.023,human,1,10,1,1,3,1921,1887,1783,1640,1620,1572,1431,1567,1480,1666,2000,2024,2189,2253,2262,2021,2446,2499,2787,2326,2486,2189,2284,2366,NA,34,104,143,20,48,141,136,87,186,334,24,165,64,9,241,425,53,288,461,160,297,95,82,156,1,2029.13,Matched (3),No-promo_Negative-impact_Baseline-forecast,No-promo_Negative-impact_Baseline-forecast,human,Human,baseline,no promo,negative,274,10,6.452,77,1.023,6,,-1,0,0,0
37,Human,F4,4,2,1,1,1,yes promo,positive,advanced,602,1991,750,2029,63.036,148,5.501,human,1,10,1,1,4,580,606,620,607,630,568,840,1361,633,624,570,647,652,636,659,501,658,596,687,637,1991,490,479,600,NA,26,14,13,23,62,272,521,728,9,54,77,5,16,23,158,157,62,91,50,1354,1501,11,121,233,6,703.00,Matched (3),Yes-promo_Positive-impact_Advanced-forecast,Yes-promo_Positive-impact_Advanced-forecast,human,Human,advanced,yes promo,positive,493,70,63.036,148,5.501,63,,-1,0,3,0
37,Human,F5,5,3,1,0,0,yes promo,negative,baseline,410,3500,3500,3601,2.805,3090,0.118,human,1,10,0,0,5,440,420,412,438,431,3900,407,423,427,434,3350,404,412,424,410,423,420,421,3756,412,413,417,431,410,NA,20,8,26,7,3469,3493,16,4,7,2916,2946,8,12,14,13,3,1,3335,3344,1,4,14,21,856,0,826.46,Matched (3),Yes-promo_Negative-impact_Baseline-forecast,Yes-promo_Negative-impact_Baseline-forecast,human,Human,baseline,yes promo,negative,593,89,2.805,3090,0.118,3,,-1,0,-1,0
37,Human,F6,6,5,0,1,0,no promo,positive,baseline,1702,1530,1550,1499,3.402,-152,0.445,human,1,10,0,1,6,1624,1580,1609,1664,1682,1818,1640,1498,1712,1608,1506,1556,1565,1494,1526,1235,1482,1391,1516,1388,1705,1634,1557,1451,NA,43,29,55,18,136,178,142,214,104,102,50,9,70,31,291,248,91,125,128,317,71,77,106,115,0,1560.04,Matched (3),No-promo_Positive-impact_Baseline-forecast,No-promo_Positive-impact_Baseline-forecast,human,Human,baseline,no promo,positive,744,14,3.402,-152,0.445,3,,-1,0,-1,0
37,Human,F7,7,1,1,1,0,yes promo,positive,baseline,1006,2150,2300,2320,0.862,1294,0.053,human,1,10,0,0,7,1000,2000,800,1245,1109,821,690,403,730,639,1378,1109,1189,2214,1200,1300,1279,1400,902,730,738,903,983,1473,NA,1000,1200,445,136,288,131,287,327,91,739,269,80,1025,1014,100,21,121,498,172,8,165,80,490,378,0,1093.13,Matched (3),Yes-promo_Positive-impact_Baseline-forecast,Yes-promo_Positive-impact_Baseline-forecast,human,Human,baseline,yes promo,positive,839,57,0.862,1294,0.053,1,,-1,0,-1,0
37,Human,F8,8,1,1,1,0,yes promo,positive,baseline,3556,4527,4500,4434,1.488,944,0.208,human,1,10,0,0,8,3514,3346,3301,2864,3185,3400,3451,3389,4387,3145,3389,4527,3389,3406,3219,3220,3334,3476,3684,3561,3576,3409,3333,3531,NA,168,45,437,321,215,51,62,998,1242,244,1138,1138,17,187,1,114,142,208,123,15,167,76,198,318,0,3459.83,Matched (3),Yes-promo_Positive-impact_Baseline-forecast,Yes-promo_Positive-impact_Baseline-forecast,human,Human,baseline,yes promo,positive,1008,20,1.488,944,0.208,1,,-1,0,-1,0
37,Human,F9,9,6,0,0,0,no promo,negative,baseline,4324,4000,4421,3698,19.551,97,5.169,human,1,10,1,3,9,3856,3881,3903,4261,3863,3883,3886,4274,3883,3873,3893,3911,4044,4241,3849,3901,3918,3914,3923,4058,4272,3913,3904,3947,NA,25,22,358,398,20,3,388,391,10,20,18,133,197,392,52,17,4,9,135,214,359,9,43,140,5,3968.79,Matched (3),No-promo_Negative-impact_Baseline-forecast,No-promo_Negative-impact_Baseline-forecast,human,Human,baseline,no promo,negative,1059,17,19.551,97,5.169,20,,-1,0,0,0
37,Human,F10,10,4,1,0,1,yes promo,negative,advanced,2044,2050,1691,1906,11.280,-353,0.421,human,1,10,2,0,10,768,2189,896,1280,2389,896,640,672,768,672,1088,976,1437,2666,1385,998,1404,1275,1152,768,640,896,1024,900,NA,1421,1293,384,1109,1493,256,32,96,96,416,112,461,1229,1281,387,406,129,123,384,128,256,128,124,511,0,1157.46,Matched (3),Yes-promo_Negative-impact_Advanced-forecast,Yes-promo_Negative-impact_Advanced-forecast,human,Human,advanced,yes promo,negative,1241,7,11.280,-353,0.421,11,,-1,0,0,0
37,Human,F11,11,2,1,1,1,yes promo,positive,advanced,780,900,978,1017,3.835,198,0.220,human,1,10,0,0,11,723,1137,810,759,798,801,831,882,855,921,1212,681,738,777,735,822,804,1167,402,729,696,977,747,747,NA,414,327,51,39,3,30,51,27,66,291,531,57,39,42,87,18,363,765,327,33,281,230,0,177,0,822.96,Matched (3),Yes-promo_Positive-impact_Advanced-forecast,Yes-promo_Positive-impact_Advanced-forecast,human,Human,advanced,yes promo,positive,1407,23,3.835,198,0.220,4,,-1,0,-1,0
37,Human,F12,12,6,0,0,0,no promo,negative,baseline,1353,1300,1443,1260,14.524,90,1.579,human,1,10,2,4,12,1527,1434,1467,1425,1565,1206,1508,1338,1475,1373,1513,1503,1512,1445,1476,1406,1454,1691,1404,1240,1340,1264,1260,1216,NA,93,33,43,140,359,302,170,137,102,140,10,8,67,31,70,48,237,287,164,100,76,4,44,116,2,1418.36,Matched (3),No-promo_Negative-impact_Baseline-forecast,No-promo_Negative-impact_Baseline-forecast,human,Human,baseline,no promo,negative,1466,7,14.524,90,1.579,15,,-1,0,0,0
37,Human,F13,13,3,1,0,0,yes promo,negative,baseline,1752,2400,2567,2449,4.818,815,0.369,human,1,10,0,0,13,1999,2324,1828,2041,1955,2060,1764,2668,2061,2088,2018,1978,1991,2725,1689,1933,2059,1881,2599,1822,1719,1508,1508,1552,NA,325,496,213,85,105,296,904,606,27,70,41,14,734,1036,244,126,178,718,777,103,211,0,44,320,0,1990.47,Matched (3),Yes-promo_Negative-impact_Baseline-forecast,Yes-promo_Negative-impact_Baseline-forecast,human,Human,baseline,yes promo,negative,1589,28,4.818,815,0.369,5,,-1,0,-1,0
37,Human,F14,14,4,1,0,1,yes promo,negative,advanced,3321,3500,3159,3301,4.302,-162,0.227,human,1,10,7,0,14,2215,2075,2390,4600,2285,1998,2161,2213,2199,2146,4434,1975,1866,1704,1811,1690,3446,1843,1861,1808,1838,1811,1854,1805,NA,140,315,2210,2315,288,164,51,14,53,2288,2459,109,163,108,121,1756,1604,19,54,30,26,42,49,625,0,2251.08,Matched (3),Yes-promo_Negative-impact_Advanced-forecast,Yes-promo_Negative-impact_Advanced-forecast,human,Human,advanced,yes promo,negative,1738,1,4.302,-162,0.227,4,,-1,0,-1,0
37,Human,F15,15,5,0,1,0,no promo,positive,baseline,427,510,487,521,6.526,60,1.239,human,1,10,0,2,15,532,505,579,549,469,461,465,500,472,474,476,469,489,530,486,502,524,512,509,562,542,490,527,541,NA,27,74,30,80,8,4,35,28,2,2,7,20,41,44,16,22,12,3,53,20,52,37,14,27,1,506.88,Matched (3),No-promo_Positive-impact_Baseline-forecast,No-promo_Positive-impact_Baseline-forecast,human,Human,baseline,no promo,positive,1940,18,6.526,60,1.239,7,,-1,0,0,0
37,Human,F16,16,2,1,1,1,yes promo,positive,advanced,780,850,818,796,2.764,38,0.158,human,1,10,1,0,16,818,263,291,280,314,373,364,400,907,306,376,441,316,354,828,498,431,455,465,458,430,423,380,450,NA,555,28,11,34,59,9,36,507,601,70,65,125,38,474,330,67,24,10,7,28,7,43,70,139,0,442.54,Matched (3),Yes-promo_Positive-impact_Advanced-forecast,Yes-promo_Positive-impact_Advanced-forecast,human,Human,advanced,yes promo,positive,1965,2,2.764,38,0.158,3,,-1,0,-1,0
37,Human,F17,17,4,1,0,1,yes promo,negative,advanced,3831,4155,3945,3980,0.879,114,0.093,human,1,10,0,0,17,2725,4037,2923,3058,3112,2795,2563,2713,2540,2548,2580,4155,2345,2345,2305,2330,2263,2255,2513,2353,2245,2755,2308,2212,NA,1312,1114,135,54,317,232,150,173,8,32,1575,1810,0,40,25,67,8,258,160,108,510,447,97,375,0,2665.81,Matched (3),Yes-promo_Negative-impact_Advanced-forecast,Yes-promo_Negative-impact_Advanced-forecast,human,Human,advanced,yes promo,negative,2185,4,0.879,114,0.093,1,,-1,0,-1,0
37,Human,F18,18,4,1,0,1,yes promo,negative,advanced,4211,3988,4123,3999,3.101,-88,0.174,human,1,10,1,0,18,1756,1658,3353,1758,1524,1516,1655,1366,1651,2170,1608,1592,1639,1668,4398,1582,1609,3988,1508,1544,1644,1623,1669,1383,NA,98,1696,1596,234,7,138,289,285,519,562,16,47,29,2731,2816,27,2379,2480,36,100,21,45,286,715,0,1910.83,Matched (3),Yes-promo_Negative-impact_Advanced-forecast,Yes-promo_Negative-impact_Advanced-forecast,human,Human,advanced,yes promo,negative,2287,5,3.101,-88,0.174,3,,-1,0,-1,0
37,Human,F19,19,1,1,1,0,yes promo,positive,baseline,550,2450,2333,2667,12.523,1783,0.624,human,1,10,0,0,19,640,600,560,690,655,2700,535,615,635,670,2255,520,560,620,550,615,600,605,2475,560,565,585,740,550,NA,40,40,130,35,2045,2165,80,20,35,1585,1735,40,60,70,65,15,5,1870,1915,5,20,155,190,536,1,837.50,Matched (3),Yes-promo_Positive-impact_Baseline-forecast,Yes-promo_Positive-impact_Baseline-forecast,human,Human,baseline,yes promo,positive,2434,79,12.523,1783,0.624,13,,-1,0,0,0
37,Human,F20,20,6,0,0,0,no promo,negative,baseline,3199,3000,2879,3330,13.544,-320,2.567,human,1,10,3,2,20,3295,3323,3068,3170,2949,2890,2603,3089,3422,3332,3384,3448,3399,3344,3154,3481,3309,3187,3116,2916,3324,3417,3265,3043,NA,28,256,102,221,59,287,487,333,90,52,64,49,55,191,327,171,122,71,201,409,93,152,222,176,3,3205.38,Matched (3),No-promo_Negative-impact_Baseline-forecast,No-promo_Negative-impact_Baseline-forecast,human,Human,baseline,no promo,negative,2581,4,13.544,-320,2.567,14,,-1,0,0,0
37,Human,F21,21,5,0,1,0,no promo,positive,baseline,2973,3000,3111,3001,3.665,138,2.032,human,1,10,4,0,21,3026,3023,2980,3022,2994,2975,2993,2898,2975,3048,3036,3238,3099,3019,2981,2969,2992,3020,2995,3040,3038,3062,3053,3258,NA,2,43,42,28,20,18,95,77,73,12,202,139,81,38,12,23,29,25,45,2,24,9,205,54,2,3030.66,Matched (3),No-promo_Positive-impact_Baseline-forecast,No-promo_Positive-impact_Baseline-forecast,human,Human,baseline,no promo,positive,2607,1,3.665,138,2.032,4,,-1,0,-1,0
37,Human,F22,22,3,1,0,0,yes promo,negative,baseline,2367,4400,4326,4001,8.123,1959,0.383,human,1,10,0,0,22,2429,2633,2486,2186,4286,2285,2275,2482,2049,2477,4255,2412,2388,2458,2501,4597,2373,2413,4981,2261,2316,2466,2435,2503,NA,205,147,300,2100,2001,11,207,433,428,1778,1843,24,70,43,2096,2224,40,2568,2720,55,150,31,68,850,0,2747.87,Matched (3),Yes-promo_Negative-impact_Baseline-forecast,Yes-promo_Negative-impact_Baseline-forecast,human,Human,baseline,yes promo,negative,2844,41,8.123,1959,0.383,8,,-1,0,0,0
37,Human,F23,23,3,1,0,0,yes promo,negative,baseline,1152,2000,2121,2490,14.819,969,0.657,human,1,10,0,0,23,1065,1083,3844,1008,900,897,945,1992,942,942,930,966,1017,3112,963,1017,1164,1065,1008,1047,1035,900,1017,1056,NA,18,2761,2836,108,3,48,1047,1050,0,12,36,51,2095,2149,54,147,99,57,39,12,135,117,39,561,1,1246.46,Matched (3),Yes-promo_Negative-impact_Baseline-forecast,Yes-promo_Negative-impact_Baseline-forecast,human,Human,baseline,yes promo,negative,2981,54,14.819,969,0.657,15,,-1,0,0,0
37,Human,F24,24,2,1,1,1,yes promo,positive,advanced,2520,2300,2567,2506,2.434,47,0.151,human,1,10,4,0,24,1120,1210,2641,1310,1635,1770,1450,1795,1020,1275,1385,1505,1295,1650,1610,1150,1525,1200,1680,1790,2129,1720,1945,1200,NA,90,1431,1331,325,135,320,345,775,255,110,120,210,355,40,460,375,325,480,110,339,409,225,745,405,0,1542.08,Matched (3),Yes-promo_Positive-impact_Advanced-forecast,Yes-promo_Positive-impact_Advanced-forecast,human,Human,advanced,yes promo,positive,3060,1,2.434,47,0.151,2,,-1,0,-1,0
38,Human,F1,1,1,1,1,0,yes promo,positive,baseline,127,740,824,746,10.456,697,0.747,human,1,16,0,0,1,220,280,667,200,213,232,293,296,223,227,223,211,213,798,185,193,214,199,189,194,182,159,159,155,NA,60,387,467,13,19,61,3,73,4,4,12,2,585,613,8,21,15,10,5,12,23,0,4,104,1,255.21,Matched (3),Yes-promo_Positive-impact_Baseline-forecast,Yes-promo_Positive-impact_Baseline-forecast,human,Human,baseline,yes promo,positive,117,83,10.456,697,0.747,10,,0,0,0,0
38,Human,F2,2,4,1,0,1,yes promo,negative,advanced,4601,4400,4435,3768,17.702,-166,0.609,human,1,16,1,0,2,121,156,4012,335,320,165,281,175,181,126,135,103,112,3900,142,88,137,80,138,172,4787,194,189,92,NA,35,3856,3677,15,155,116,106,6,55,9,32,9,3788,3758,54,49,57,58,34,4615,4593,5,97,1095,1,672.54,Matched (3),Yes-promo_Negative-impact_Advanced-forecast,Yes-promo_Negative-impact_Advanced-forecast,human,Human,advanced,yes promo,negative,216,22,17.702,-166,0.609,18,,0,0,0,0
38,Human,F3,3,6,0,0,0,no promo,negative,baseline,2243,2350,2168,2480,12.581,-75,1.995,human,1,16,1,3,3,1921,1887,1783,1640,1620,1572,1431,1567,1480,1666,2000,2024,2189,2253,2262,2021,2446,2499,2787,2326,2486,2189,2284,2366,NA,34,104,143,20,48,141,136,87,186,334,24,165,64,9,241,425,53,288,461,160,297,95,82,156,2,2029.13,Matched (3),No-promo_Negative-impact_Baseline-forecast,No-promo_Negative-impact_Baseline-forecast,human,Human,baseline,no promo,negative,317,10,12.581,-75,1.995,13,,0,0,0,0
38,Human,F4,4,2,1,1,1,yes promo,positive,advanced,602,1991,1096,2029,45.983,494,4.013,human,1,16,1,1,4,580,606,620,607,630,568,840,1361,633,624,570,647,652,636,659,501,658,596,687,637,1991,490,479,600,NA,26,14,13,23,62,272,521,728,9,54,77,5,16,23,158,157,62,91,50,1354,1501,11,121,233,4,703.00,Matched (3),Yes-promo_Positive-impact_Advanced-forecast,Yes-promo_Positive-impact_Advanced-forecast,human,Human,advanced,yes promo,positive,488,70,45.983,494,4.013,46,,0,0,2,0
38,Human,F6,6,5,0,1,0,no promo,positive,baseline,1702,1530,1843,1499,22.949,141,3.003,human,1,16,2,7,6,1624,1580,1609,1664,1682,1818,1640,1498,1712,1608,1506,1556,1565,1494,1526,1235,1482,1391,1516,1388,1705,1634,1557,1451,NA,43,29,55,18,136,178,142,214,104,102,50,9,70,31,291,248,91,125,128,317,71,77,106,115,3,1560.04,Matched (3),No-promo_Positive-impact_Baseline-forecast,No-promo_Positive-impact_Baseline-forecast,human,Human,baseline,no promo,positive,665,14,22.949,141,3.003,23,,0,0,1,0
38,Human,F7,7,1,1,1,0,yes promo,positive,baseline,1006,2150,1875,2320,19.181,869,1.178,human,1,16,0,1,7,1000,2000,800,1245,1109,821,690,403,730,639,1378,1109,1189,2214,1200,1300,1279,1400,902,730,738,903,983,1473,NA,1000,1200,445,136,288,131,287,327,91,739,269,80,1025,1014,100,21,121,498,172,8,165,80,490,378,1,1093.13,Matched (3),Yes-promo_Positive-impact_Baseline-forecast,Yes-promo_Positive-impact_Baseline-forecast,human,Human,baseline,yes promo,positive,837,57,19.181,869,1.178,19,,0,0,0,0
38,Human,F8,8,1,1,1,0,yes promo,positive,baseline,3556,4527,4735,4434,6.788,1179,0.947,human,1,16,0,0,8,3514,3346,3301,2864,3185,3400,3451,3389,4387,3145,3389,4527,3389,3406,3219,3220,3334,3476,3684,3561,3576,3409,3333,3531,NA,168,45,437,321,215,51,62,998,1242,244,1138,1138,17,187,1,114,142,208,123,15,167,76,198,318,1,3459.83,Matched (3),Yes-promo_Positive-impact_Baseline-forecast,Yes-promo_Positive-impact_Baseline-forecast,human,Human,baseline,yes promo,positive,953,20,6.788,1179,0.947,7,,0,0,0,0
38,Human,F9,9,6,0,0,0,no promo,negative,baseline,4324,4000,4210,3698,13.845,-114,3.661,human,1,16,1,2,9,3856,3881,3903,4261,3863,3883,3886,4274,3883,3873,3893,3911,4044,4241,3849,3901,3918,3914,3923,4058,4272,3913,3904,3947,NA,25,22,358,398,20,3,388,391,10,20,18,133,197,392,52,17,4,9,135,214,359,9,43,140,4,3968.79,Matched (3),No-promo_Negative-impact_Baseline-forecast,No-promo_Negative-impact_Baseline-forecast,human,Human,baseline,no promo,negative,1144,17,13.845,-114,3.661,14,,0,0,0,0
38,Human,F10,10,4,1,0,1,yes promo,negative,advanced,2044,2050,1679,1906,11.910,-365,0.445,human,1,16,2,0,10,768,2189,896,1280,2389,896,640,672,768,672,1088,976,1437,2666,1385,998,1404,1275,1152,768,640,896,1024,900,NA,1421,1293,384,1109,1493,256,32,96,96,416,112,461,1229,1281,387,406,129,123,384,128,256,128,124,511,0,1157.46,Matched (3),Yes-promo_Negative-impact_Advanced-forecast,Yes-promo_Negative-impact_Advanced-forecast,human,Human,advanced,yes promo,negative,1271,7,11.910,-365,0.445,12,,0,0,0,0
38,Human,F11,11,2,1,1,1,yes promo,positive,advanced,780,900,894,1017,12.094,114,0.695,human,1,16,1,0,11,723,1137,810,759,798,801,831,882,855,921,1212,681,738,777,735,822,804,1167,402,729,696,977,747,747,NA,414,327,51,39,3,30,51,27,66,291,531,57,39,42,87,18,363,765,327,33,281,230,0,177,1,822.96,Matched (3),Yes-promo_Positive-impact_Advanced-forecast,Yes-promo_Positive-impact_Advanced-forecast,human,Human,advanced,yes promo,positive,1388,23,12.094,114,0.695,12,,0,0,0,0
38,Human,F12,12,6,0,0,0,no promo,negative,baseline,1353,1300,1375,1260,9.127,22,0.993,human,1,16,1,3,12,1527,1434,1467,1425,1565,1206,1508,1338,1475,1373,1513,1503,1512,1445,1476,1406,1454,1691,1404,1240,1340,1264,1260,1216,NA,93,33,43,140,359,302,170,137,102,140,10,8,67,31,70,48,237,287,164,100,76,4,44,116,1,1418.36,Matched (3),No-promo_Negative-impact_Baseline-forecast,No-promo_Negative-impact_Baseline-forecast,human,Human,baseline,no promo,negative,1461,7,9.127,22,0.993,9,,0,0,0,0
38,Human,F13,13,3,1,0,0,yes promo,negative,baseline,1752,2400,2333,2449,4.737,581,0.363,human,1,16,0,0,13,1999,2324,1828,2041,1955,2060,1764,2668,2061,2088,2018,1978,1991,2725,1689,1933,2059,1881,2599,1822,1719,1508,1508,1552,NA,325,496,213,85,105,296,904,606,27,70,41,14,734,1036,244,126,178,718,777,103,211,0,44,320,0,1990.47,Matched (3),Yes-promo_Negative-impact_Baseline-forecast,Yes-promo_Negative-impact_Baseline-forecast,human,Human,baseline,yes promo,negative,1565,28,4.737,581,0.363,5,,0,0,-1,0
38,Human,F14,14,4,1,0,1,yes promo,negative,advanced,3321,3500,2896,3301,12.269,-425,0.648,human,1,16,20,0,14,2215,2075,2390,4600,2285,1998,2161,2213,2199,2146,4434,1975,1866,1704,1811,1690,3446,1843,1861,1808,1838,1811,1854,1805,NA,140,315,2210,2315,288,164,51,14,53,2288,2459,109,163,108,121,1756,1604,19,54,30,26,42,49,625,1,2251.08,Matched (3),Yes-promo_Negative-impact_Advanced-forecast,Yes-promo_Negative-impact_Advanced-forecast,human,Human,advanced,yes promo,negative,1708,1,12.269,-425,0.648,12,,0,0,0,0
38,Human,F15,15,5,0,1,0,no promo,positive,baseline,427,510,339,521,34.933,-88,6.634,human,1,16,2,9,15,532,505,579,549,469,461,465,500,472,474,476,469,489,530,486,502,524,512,509,562,542,490,527,541,NA,27,74,30,80,8,4,35,28,2,2,7,20,41,44,16,22,12,3,53,20,52,37,14,27,7,506.88,Matched (3),No-promo_Positive-impact_Baseline-forecast,No-promo_Positive-impact_Baseline-forecast,human,Human,baseline,no promo,positive,1900,18,34.933,-88,6.634,35,,0,0,1,0
38,Human,F16,16,2,1,1,1,yes promo,positive,advanced,780,850,994,796,24.874,214,1.424,human,1,16,12,1,16,818,263,291,280,314,373,364,400,907,306,376,441,316,354,828,498,431,455,465,458,430,423,380,450,NA,555,28,11,34,59,9,36,507,601,70,65,125,38,474,330,67,24,10,7,28,7,43,70,139,1,442.54,Matched (3),Yes-promo_Positive-impact_Advanced-forecast,Yes-promo_Positive-impact_Advanced-forecast,human,Human,advanced,yes promo,positive,1959,2,24.874,214,1.424,25,,0,0,1,0
38,Human,F17,17,4,1,0,1,yes promo,negative,advanced,3831,4155,4216,3980,5.930,385,0.629,human,1,16,2,0,17,2725,4037,2923,3058,3112,2795,2563,2713,2540,2548,2580,4155,2345,2345,2305,2330,2263,2255,2513,2353,2245,2755,2308,2212,NA,1312,1114,135,54,317,232,150,173,8,32,1575,1810,0,40,25,67,8,258,160,108,510,447,97,375,1,2665.81,Matched (3),Yes-promo_Negative-impact_Advanced-forecast,Yes-promo_Negative-impact_Advanced-forecast,human,Human,advanced,yes promo,negative,2093,4,5.930,385,0.629,6,,0,0,0,0
38,Human,F18,18,4,1,0,1,yes promo,negative,advanced,4211,3988,4083,3999,2.101,-128,0.118,human,1,16,0,0,18,1756,1658,3353,1758,1524,1516,1655,1366,1651,2170,1608,1592,1639,1668,4398,1582,1609,3988,1508,1544,1644,1623,1669,1383,NA,98,1696,1596,234,7,138,289,285,519,562,16,47,29,2731,2816,27,2379,2480,36,100,21,45,286,715,0,1910.83,Matched (3),Yes-promo_Negative-impact_Advanced-forecast,Yes-promo_Negative-impact_Advanced-forecast,human,Human,advanced,yes promo,negative,2320,5,2.101,-128,0.118,2,,0,0,-1,0
38,Human,F19,19,1,1,1,0,yes promo,positive,baseline,550,2450,2134,2667,19.985,1584,0.995,human,1,16,0,0,19,640,600,560,690,655,2700,535,615,635,670,2255,520,560,620,550,615,600,605,2475,560,565,585,740,550,NA,40,40,130,35,2045,2165,80,20,35,1585,1735,40,60,70,65,15,5,1870,1915,5,20,155,190,536,1,837.50,Matched (3),Yes-promo_Positive-impact_Baseline-forecast,Yes-promo_Positive-impact_Baseline-forecast,human,Human,baseline,yes promo,positive,2423,79,19.985,1584,0.995,20,,0,0,0,0
38,Human,F20,20,6,0,0,0,no promo,negative,baseline,3199,3000,3230,3330,3.003,31,0.569,human,1,16,1,0,20,3295,3323,3068,3170,2949,2890,2603,3089,3422,3332,3384,3448,3399,3344,3154,3481,3309,3187,3116,2916,3324,3417,3265,3043,NA,28,256,102,221,59,287,487,333,90,52,64,49,55,191,327,171,122,71,201,409,93,152,222,176,1,3205.38,Matched (3),No-promo_Negative-impact_Baseline-forecast,No-promo_Negative-impact_Baseline-forecast,human,Human,baseline,no promo,negative,2546,4,3.003,31,0.569,3,,0,0,-1,0
38,Human,F21,21,5,0,1,0,no promo,positive,baseline,2973,3000,3128,3001,4.232,155,2.346,human,1,16,5,0,21,3026,3023,2980,3022,2994,2975,2993,2898,2975,3048,3036,3238,3099,3019,2981,2969,2992,3020,2995,3040,3038,3062,3053,3258,NA,2,43,42,28,20,18,95,77,73,12,202,139,81,38,12,23,29,25,45,2,24,9,205,54,2,3030.66,Matched (3),No-promo_Positive-impact_Baseline-forecast,No-promo_Positive-impact_Baseline-forecast,human,Human,baseline,no promo,positive,2680,1,4.232,155,2.346,4,,0,0,-1,0
38,Human,F22,22,3,1,0,0,yes promo,negative,baseline,2367,4400,4115,4001,2.849,1748,0.134,human,1,16,0,0,22,2429,2633,2486,2186,4286,2285,2275,2482,2049,2477,4255,2412,2388,2458,2501,4597,2373,2413,4981,2261,2316,2466,2435,2503,NA,205,147,300,2100,2001,11,207,433,428,1778,1843,24,70,43,2096,2224,40,2568,2720,55,150,31,68,850,0,2747.87,Matched (3),Yes-promo_Negative-impact_Baseline-forecast,Yes-promo_Negative-impact_Baseline-forecast,human,Human,baseline,yes promo,negative,2748,41,2.849,1748,0.134,3,,0,0,-1,0
38,Human,F23,23,3,1,0,0,yes promo,negative,baseline,1152,2000,2186,2490,12.209,1034,0.541,human,1,16,0,0,23,1065,1083,3844,1008,900,897,945,1992,942,942,930,966,1017,3112,963,1017,1164,1065,1008,1047,1035,900,1017,1056,NA,18,2761,2836,108,3,48,1047,1050,0,12,36,51,2095,2149,54,147,99,57,39,12,135,117,39,561,1,1246.46,Matched (3),Yes-promo_Negative-impact_Baseline-forecast,Yes-promo_Negative-impact_Baseline-forecast,human,Human,baseline,yes promo,negative,2959,54,12.209,1034,0.541,12,,0,0,0,0
38,Human,F24,24,2,1,1,1,yes promo,positive,advanced,2520,2300,2657,2506,6.026,137,0.373,human,1,16,11,0,24,1120,1210,2641,1310,1635,1770,1450,1795,1020,1275,1385,1505,1295,1650,1610,1150,1525,1200,1680,1790,2129,1720,1945,1200,NA,90,1431,1331,325,135,320,345,775,255,110,120,210,355,40,460,375,325,480,110,339,409,225,745,405,0,1542.08,Matched (3),Yes-promo_Positive-impact_Advanced-forecast,Yes-promo_Positive-impact_Advanced-forecast,human,Human,advanced,yes promo,positive,3000,1,6.026,137,0.373,6,,0,0,0,0
